user_id,article_id,Rating,category_id
11634,176438,0.2647,300
40969,96605,0.5624,209
68004,96605,15.7283,209
93320,224658,0.5717,354
1492,224658,0.5717,354
121436,284547,3.688,412
11399,284547,2.7998,412
13060,330518,0.6001,436
13060,330573,0.58,436
11399,225055,2.1661,354
60175,225055,2.2566,354
96533,225055,0.9997,354
68460,160417,4.8646,281
107871,160417,0.5723,281
60175,254489,0.5802,389
1492,254489,0.5802,389
22770,352116,0.582,442
1492,324823,0.9468,434
120586,324823,0.9468,434
60175,324823,0.9468,434
138668,129029,0.5703,252
68460,156619,8.4504,281
96533,156619,7.4795,281
29452,156619,7.6622,281
110512,233717,0.9245,375
22770,233717,5.944,375
163196,233717,3.2022,375
162588,111210,0.2817,231
163196,285719,3.434,412
121436,285719,10.5109,412
61736,285719,1.6313,412
11399,285719,7.9794,412
83272,285719,3.5775,412
22770,108855,0.5617,230
175250,108855,0.5617,230
217491,96755,0.5926,209
96533,158906,4.6526,281
68460,158906,5.2566,281
29452,156355,2.1536,281
225391,83534,0.555,174
226208,83534,0.555,174
29452,129434,0.5689,252
138668,129434,1.2177,252
107871,286128,0.6679,412
228427,286128,1.4238,412
11399,156808,5.0566,281
83272,156808,1.3296,281
65335,162300,0.9665,281
1492,199078,0.2831,323
60175,207024,0.6109,331
60175,284901,1.3442,412
12103,202557,0.2777,327
7679,124228,1.6226,250
11399,124228,10.5992,250
81551,124228,7.8657,250
120586,124228,1.6226,250
175250,124228,5.6365,250
11399,276946,0.6142,409
12103,276946,0.6142,409
110512,58606,2.0111,118
121436,58606,3.3297,118
122119,58606,0.953,118
65335,285808,0.2632,412
50080,336429,0.2723,437
22770,206462,0.2754,331
22770,65368,0.6107,135
50080,235715,0.2666,375
11399,225463,0.6083,354
81551,32486,0.6134,26
22770,61194,3.4999,125
22770,61194,3.4999,125
60175,284622,1.3318,412
11399,95972,2.9205,209
29452,95972,1.3609,209
163196,95972,2.9567,209
32546,95972,1.3609,209
150040,207994,7.7097,331
150174,207994,0.575,331
150040,157078,0.289,281
142325,199197,0.2821,323
110512,187065,0.2613,302
68004,91362,0.5808,207
121436,313431,0.2784,431
11399,215861,0.2852,351
97922,337082,0.5646,437
1492,299697,0.2679,428
68004,159762,2.9186,281
160483,159762,14.3897,281
122119,159762,14.7474,281
162883,159762,2.9186,281
163196,159762,6.1382,281
11399,159762,23.9825,281
170203,159762,10.1625,281
29452,237524,3.316,375
22770,237524,6.1023,375
96533,237524,2.0707,375
22770,214283,0.2773,348
11399,123909,24.7153,250
29452,123909,3.9201,250
180760,123909,3.9201,250
32546,123909,3.9201,250
61736,123909,3.9201,250
11399,123909,24.7153,250
74382,123909,3.9201,250
175250,123909,13.1431,250
121747,123909,8.4154,250
7679,156560,2.8818,281
11399,156560,11.0264,281
138668,156560,1.3025,281
142325,156560,1.3025,281
121265,348111,0.27,442
32546,156624,24.7978,281
120586,156624,11.6708,281
121747,156624,1.8681,281
122119,156624,9.4925,281
127562,156624,6.4571,281
163909,315105,1.1612,431
259154,315105,1.1612,431
81551,315105,1.1612,431
22770,315105,4.1424,431
7679,336220,1.6313,437
150994,336220,3.5007,437
121436,336220,7.8752,437
163196,336220,3.4765,437
226208,336220,3.4289,437
175250,124177,4.3474,250
16759,124177,1.2547,250
121436,124177,2.6894,250
81551,124177,6.0668,250
11399,236951,8.8872,375
22770,236951,3.7075,375
11127,336380,2.8454,437
32546,336380,4.5226,437
230269,336380,1.326,437
138668,336380,1.326,437
228427,198199,2.9008,323
161354,198199,0.5875,323
60175,236358,6.7424,375
60175,206402,0.6236,331
57145,353667,0.2615,442
68004,91390,0.5837,207
160483,257291,0.9507,391
163196,257291,0.9507,391
1492,257291,0.9507,391
81551,199855,0.6084,323
65335,36605,0.2636,43
22770,285379,1.6805,412
68004,95743,15.7398,209
12103,95743,1.977,209
68004,96166,7.4246,209
11399,271551,0.2789,399
22770,172576,0.5801,299
121436,124194,4.47,250
11399,124194,13.5876,250
68004,124194,7.2123,250
201340,124194,4.5665,250
160483,124194,2.0971,250
206587,124194,2.0971,250
110512,214800,1.3841,348
12103,214800,3.0097,348
163196,214800,1.3841,348
12103,214800,3.0097,348
163196,62764,0.2766,127
175250,282964,0.2754,412
60163,123289,0.2727,250
22770,357838,0.263,450
60175,225124,0.666,354
77589,2075,0.2686,1
160483,114796,0.2677,237
12103,70646,0.2666,136
96533,162765,4.1703,281
127562,162765,1.9727,281
60175,203313,0.2802,327
81551,297949,0.2671,428
68460,208322,0.3046,331
183567,233420,0.9974,375
60175,233420,24.8827,375
32546,233420,3.4009,375
228427,63307,0.2643,132
118441,5408,0.2547,4
60175,337854,0.904,437
162883,293301,1.2925,421
61736,293301,1.2925,421
11399,293301,1.2925,421
169677,293301,1.2925,421
32546,161425,12.5406,281
187839,161425,0.9206,281
120586,161425,5.9021,281
81551,331738,0.2696,436
11399,236444,8.9,375
203394,236444,0.5762,375
226208,336223,3.2605,437
162588,336223,1.5267,437
29452,336223,7.1659,437
29452,336223,7.1659,437
12103,336223,1.5267,437
61736,156625,0.9928,281
177156,276970,1.326,409
22770,276970,2.8596,409
74382,276970,1.326,409
22770,276970,2.8596,409
165956,357895,0.9204,450
81551,129165,0.563,252
57145,129165,0.563,252
29452,300082,1.9757,428
60175,300082,1.9757,428
261083,300082,1.9757,428
22770,300082,4.1384,428
68460,300082,1.9757,428
145255,338350,0.575,437
150994,338350,1.2239,437
7679,58193,0.9371,118
206587,283392,0.2793,412
228427,161506,2.1711,281
120586,161506,3.8862,281
11399,235440,4.205,375
7679,285342,0.5914,412
145255,285342,0.5914,412
22770,157844,11.2596,281
68460,157844,7.7109,281
160483,157844,4.631,281
29452,235616,14.9513,375
163196,235616,14.8228,375
22770,235616,27.5141,375
60175,235616,109.3727,375
61736,235616,4.3436,375
249447,235616,4.3436,375
97922,235616,14.939,375
11399,235616,65.9532,375
230269,235616,9.3397,375
150994,235616,9.3628,375
121747,50823,2.0474,99
122119,50823,0.5987,99
22770,236207,3.7663,375
96533,236207,1.278,375
11399,182256,0.2721,301
60163,198817,1.7571,323
203394,198817,1.7571,323
116346,198817,1.7571,323
74382,198817,1.7571,323
228427,198817,8.6517,323
121265,308166,0.2656,430
11399,162338,2.403,281
11399,205973,5.5647,331
61736,205973,0.9357,331
100442,205973,0.9357,331
121436,166377,0.2732,289
160483,96029,0.6004,209
22770,284422,5.8913,412
68460,284422,0.9419,412
160483,284422,2.0219,412
60163,338340,1.3279,437
11399,338340,6.3072,437
61736,338340,1.3279,437
89410,338340,1.3279,437
11399,32750,0.6285,26
81551,123757,1.2971,250
96533,286161,0.2823,412
77589,31349,0.2625,26
225391,205832,0.5709,331
110512,205832,0.5709,331
32546,336221,11.7018,437
121436,336221,16.2936,437
29452,336221,15.5919,437
60175,336221,11.4988,437
81551,336221,7.2244,437
122119,336221,3.375,437
163196,336221,7.1928,437
249447,336221,7.2244,437
97922,336221,7.206,437
32546,36399,0.2799,43
32546,235854,4.4322,375
81551,235854,2.6832,375
60175,235854,32.4282,375
120586,235854,1.2568,375
22770,42737,1.2432,67
163909,42737,0.5783,67
22770,156723,3.2905,281
150040,206098,3.6083,331
100442,272242,0.2865,399
16759,70999,0.2743,136
11399,124176,6.0469,250
207771,124176,2.0366,250
68004,124176,3.2097,250
7679,293050,0.9507,421
89410,293050,0.9507,421
68004,293050,2.0397,421
228427,233658,1.1896,375
60175,233658,14.4352,375
77589,136891,0.2762,255
60175,9135,0.2686,6
32546,87224,0.5235,186
249447,87224,0.5235,186
122119,157076,1.4473,281
150040,207982,3.6055,331
60175,71500,0.2756,136
60175,236189,6.9813,375
150040,202672,1.2924,327
150174,202672,1.2924,327
11399,198615,0.2611,323
162883,202289,0.2696,327
81551,123290,2.8086,250
207771,123290,1.2746,250
201340,123818,0.5937,250
165956,357480,0.9151,450
11399,236553,4.3539,375
228427,235652,0.5636,375
150040,206407,3.6368,331
7679,277068,0.2754,409
228427,299841,0.6078,428
237019,299841,0.6078,428
150040,206639,3.625,331
12103,15418,0.2831,7
150040,206538,3.6111,331
150040,207812,3.5687,331
162588,284452,1.3571,412
121436,284452,3.8932,412
150040,208578,3.6479,331
150040,203241,1.467,327
150174,203241,1.467,327
11399,284410,2.8636,412
12103,284410,0.5993,412
22770,272218,0.604,399
11399,202478,0.6091,327
60175,235804,7.1035,375
60175,285218,1.324,412
60175,166534,0.2688,289
68004,96152,7.6602,209
68004,74778,0.2738,146
121747,50715,0.9283,99
60175,65422,0.2879,135
121436,89646,0.2715,198
187839,25325,0.2634,25
160483,261569,0.2636,396
170203,208048,0.6044,331
11399,207311,1.6999,331
110512,215688,0.2759,351
163909,124734,0.5699,250
16759,96947,0.2721,209
162883,70591,0.6208,136
110512,70591,0.6208,136
150040,206090,3.6965,331
60175,237752,6.8419,375
11399,95977,1.2615,209
116346,95977,0.5808,209
237019,225073,0.2639,354
228427,161801,3.5081,281
120586,161801,6.2792,281
22770,161801,12.1162,281
251867,352983,0.5921,442
121436,352983,0.5921,442
60175,161191,0.6375,281
259154,234698,3.0554,375
29452,234698,10.6791,375
60163,234698,3.0554,375
121436,234698,6.5145,375
7679,234698,6.5145,375
100442,234698,3.0554,375
163196,234698,10.5873,375
97922,234698,10.6703,375
32546,31836,1.6795,26
22770,31836,1.6795,26
226208,31836,1.6795,26
249447,31836,1.6795,26
110512,31836,1.6795,26
160483,336245,0.8815,437
22770,336245,0.8815,437
29452,336245,4.0867,437
61736,157375,0.9823,281
93320,313920,0.2721,431
207771,336254,2.5208,437
60175,336254,8.5454,437
81551,336254,5.3688,437
283145,336254,2.5208,437
249447,336254,5.3688,437
11399,336254,12.1145,437
261083,336254,2.5208,437
68460,277107,0.8737,409
93320,277107,0.8737,409
100442,277107,0.8737,409
165956,166462,0.2645,289
22770,293114,2.1036,421
16759,293114,0.9606,421
216479,293114,0.9606,421
22770,313996,3.4304,431
96533,313996,1.0242,431
118441,313996,1.0242,431
138668,68924,0.2831,136
217491,293513,0.9394,421
283145,293513,0.9394,421
29452,293513,0.9394,421
100442,209122,0.27,332
163909,124749,1.9885,250
121747,124749,2.0459,250
118441,124749,0.9344,250
22770,301030,0.5742,428
175250,62434,0.2715,127
11399,57490,0.2602,118
68004,96130,7.5495,209
11399,299152,0.6142,428
61736,299152,0.6142,428
11399,235028,4.1522,375
216479,167209,0.2729,291
183567,203288,1.3877,327
11399,203288,1.3877,327
228427,207487,0.2754,331
68460,64409,0.2888,134
162883,208360,0.2634,331
81551,352901,0.9066,442
249447,202388,0.6367,327
110512,183176,3.0338,301
93320,183176,3.0338,301
120586,183176,3.0338,301
282479,183176,3.0338,301
249447,183176,6.4074,301
160483,183176,3.0338,301
22770,183176,3.0338,301
251867,300234,0.5683,428
303394,202416,0.2652,327
169677,66390,0.6142,135
22770,66390,1.3356,135
163909,128957,0.2756,252
251867,299871,0.5762,428
81551,277492,0.5762,409
247170,277492,0.5762,409
120586,307779,0.6228,430
249447,307779,0.6228,430
1492,118707,0.3003,247
68004,96768,7.5395,209
22770,119193,0.2951,247
12103,225041,0.2773,354
11399,233595,4.0689,375
110512,225019,0.5938,354
7679,59057,7.444,118
244680,59057,2.16,118
81551,59057,4.6815,118
32546,59057,2.16,118
22770,59057,2.16,118
12103,59057,4.6533,118
120586,29953,0.5736,26
163196,29953,0.5736,26
11399,234269,14.3658,375
270029,234269,0.9357,375
230269,234269,2.0344,375
251867,336499,0.5895,437
32546,336499,2.0087,437
150994,277491,1.326,409
273529,277491,1.326,409
207771,277491,1.326,409
121436,277491,1.326,409
68004,292543,0.5839,421
163909,142116,0.2563,269
68460,160940,2.3681,281
60175,235870,32.4653,375
81551,235870,2.6862,375
121436,235870,2.7073,375
7679,235870,2.7073,375
81551,30389,0.6236,26
22770,285533,3.6354,412
281511,285533,0.5769,412
77589,265966,0.2756,399
161354,136793,0.5916,255
302665,42814,0.5914,67
121436,284096,3.688,412
249447,284096,1.2383,412
118441,162809,0.8718,281
160483,140528,0.2859,265
247170,288320,0.2756,418
161354,284020,0.2734,412
11399,31097,0.6282,26
11399,133160,1.0157,254
244680,133160,1.0157,254
247170,133160,1.0157,254
121436,58565,0.9703,118
22770,156964,10.8823,281
163196,156964,1.9092,281
57145,156964,3.0948,281
60163,242596,0.5822,384
120586,242596,0.5822,384
228427,62567,0.2721,127
228427,141004,0.5887,265
81551,141004,0.5887,265
57145,293218,0.2849,421
61736,271262,0.5783,399
298026,271262,0.5783,399
165956,66146,0.2809,135
161354,133761,0.6253,255
22770,42223,0.58,67
93320,288435,0.617,418
121436,288435,1.3233,418
81551,354086,3.257,442
226208,354086,0.9778,442
287554,354086,0.9778,442
165956,357706,0.9088,450
11399,255688,0.2694,389
60175,236407,6.9269,375
60175,237612,6.8751,375
175250,156623,0.2729,281
177156,297756,0.2595,428
122119,214658,0.5932,348
121436,338655,1.3112,437
165956,354754,0.2743,443
68004,124352,0.9212,250
22770,89181,0.5186,198
22770,89187,0.4901,198
279688,159938,0.2859,281
121436,337192,1.274,437
11399,111043,0.5868,231
97922,111043,0.5868,231
297808,58580,0.549,118
110512,58580,1.1931,118
81551,207603,0.2823,331
150994,283505,4.601,412
16759,283505,4.5158,412
40969,283505,2.1007,412
284885,283505,2.1007,412
249447,283505,4.5125,412
18025,283505,7.0172,412
18025,195159,0.2668,317
68004,284985,1.3006,412
160483,284985,2.808,412
226208,284985,2.7554,412
228427,284985,2.9262,412
121436,128260,0.9319,252
93320,128260,0.9319,252
97922,128260,0.9319,252
121436,288251,0.5936,418
226208,284339,0.5623,412
217491,270607,0.5689,399
32546,331116,1.983,436
312147,331116,1.983,436
217491,331116,1.983,436
22770,331116,1.983,436
121436,331116,1.983,436
261083,331116,1.983,436
251867,271261,2.2112,399
217491,271261,4.6882,399
110512,271261,2.2112,399
29452,271261,4.846,399
261083,271261,2.2112,399
122119,271261,4.7954,399
3919,208430,0.277,331
163196,129591,0.2809,252
121436,118856,0.6045,247
18025,118856,0.6045,247
283145,84312,3.8006,174
283145,84312,3.8006,174
183567,216191,0.2686,351
60175,285384,1.2895,412
183567,42061,0.2865,67
11399,206315,1.6341,331
175250,119197,0.2719,247
165956,74589,0.2715,141
22770,76431,0.3061,147
249447,202355,1.3154,327
293495,202355,0.5881,327
22770,315146,0.9421,431
32546,218028,2.3805,352
249447,218028,2.3805,352
120586,218028,2.3805,352
22770,218028,2.3805,352
14862,218028,2.3805,352
312147,218028,2.3805,352
183567,202459,0.6091,327
97922,233688,6.135,375
284885,233688,1.7763,375
18025,233688,3.8315,375
32546,233688,6.139,375
287554,233688,1.7763,375
175250,214710,0.2593,348
163909,248328,0.2933,388
120586,47854,0.2807,92
32546,158541,10.7939,281
120586,158541,5.08,281
22770,158541,9.8023,281
100442,288321,0.2861,418
81551,288977,0.5855,418
121436,32082,0.5887,26
61736,32082,0.5887,26
3919,158047,1.2839,281
230635,158047,1.2839,281
163196,289090,1.3623,418
81551,289090,1.3307,418
183567,207696,0.2969,331
57145,234267,1.2934,375
207771,234267,0.6104,375
7679,214206,0.6117,348
11399,214206,0.6117,348
12103,95716,3.3228,209
121436,95716,0.9715,209
163196,95716,2.1047,209
68460,209200,0.3016,332
207771,63304,0.265,132
60175,149622,0.2666,276
11399,235689,4.2563,375
283145,181585,0.2752,301
175250,87192,0.2666,186
22770,254740,0.2684,389
110512,108856,0.5709,230
107871,108856,0.5709,230
68004,96940,7.4748,209
68004,84084,0.2782,174
68004,74719,0.2679,142
226208,97082,0.5822,209
217491,97082,1.2625,209
32546,160129,3.6792,281
162588,284024,0.604,412
150994,32088,0.2894,26
293495,162378,0.2921,281
22770,285945,1.7007,412
3919,233997,0.6162,375
11127,4639,0.27,2
228427,158642,4.6975,281
32546,158642,17.8654,281
3919,158642,2.8566,281
230635,158642,2.8566,281
74382,289162,0.2643,418
68004,96743,7.3958,209
68004,96739,7.3958,209
163909,243328,0.5829,384
60175,243328,1.2831,384
60175,236541,6.9296,375
68004,96528,7.6041,209
60175,119189,0.2861,247
251867,159190,0.5537,281
22770,159190,6.9558,281
251867,237580,0.2679,375
237019,119109,0.2921,247
68004,96185,7.3513,209
217491,337735,0.5689,437
11399,337735,2.7363,437
60175,237293,6.9149,375
249447,289003,1.3994,418
11399,289003,1.3994,418
163196,289003,3.0695,418
261083,289003,1.3994,418
93320,352979,0.2664,442
228427,198225,1.3522,323
281511,236904,0.6198,375
293495,20691,1.8199,9
282479,20691,1.8199,9
150994,20691,1.8199,9
297808,20691,1.8199,9
301085,20691,1.8199,9
160483,161772,1.4355,281
7679,297885,0.2784,428
68004,96798,15.9381,209
160483,96798,1.2563,209
160483,128551,0.2713,252
228427,199766,1.3695,323
68004,107024,0.2536,228
16759,303331,0.26,429
230269,348113,0.2698,442
217491,182125,2.6976,301
118441,286373,0.576,412
217491,182416,2.6026,301
217491,217891,0.2694,352
118441,107038,0.5307,228
93320,96106,0.2766,209
118441,107060,0.5297,228
16759,4400,0.258,1
68004,96186,7.3886,209
118441,285803,0.5812,412
290765,96210,3.5468,209
293495,96210,3.5468,209
282479,96210,3.5468,209
150994,96210,3.5468,209
297808,96210,3.5468,209
298026,96210,3.5468,209
110512,96210,3.5468,209
301085,96210,3.5468,209
247170,97053,0.275,209
122119,211415,0.2684,340
68004,96214,7.6386,209
110512,225010,1.3224,354
303394,225010,0.6163,354
57145,208150,0.6052,331
32546,208150,0.6052,331
12103,157798,0.98,281
11399,352902,0.6416,442
270029,352902,0.6416,442
217491,50504,0.2668,99
160483,215993,0.5875,351
22770,215993,1.2638,351
302665,39960,0.5821,67
89410,159529,0.2741,281
309402,161872,0.5738,281
270029,160748,0.9394,281
309402,160748,2.0038,281
1492,160748,0.9394,281
122119,214296,0.5955,348
247170,119534,0.2707,247
110512,285414,0.5835,412
22770,256433,0.2836,390
160483,160096,1.3885,281
60175,235347,6.8459,375
163196,208531,0.2817,331
110512,285754,0.5895,412
281511,224354,0.6142,354
249447,224354,0.6142,354
65335,157973,0.9839,281
32546,348112,0.9043,442
160483,348112,0.9043,442
22770,348112,1.9538,442
68004,97476,0.2628,213
217491,182441,2.6046,301
29452,206763,0.2861,331
122119,271526,0.5979,399
122119,70862,0.2904,136
170203,202330,0.262,327
68004,95900,7.3642,209
170203,208032,0.6163,331
279688,30886,0.2628,26
93320,214616,0.2467,348
60175,190526,0.2872,304
11399,119488,0.27,247
170203,159275,0.9858,281
282479,120967,0.2729,249
12103,149695,0.305,276
18025,285813,0.8616,412
12103,96141,0.9497,209
1492,97616,0.8874,213
150994,234006,2.8946,375
16759,234006,1.3319,375
40969,234006,2.8483,375
18025,234006,2.8844,375
60175,235105,6.8605,375
110512,348089,0.5816,442
273529,50395,0.2686,99
249447,182884,0.5851,301
60175,242767,0.6127,384
121436,57966,2.082,118
81551,57966,1.283,118
283145,84201,1.7632,174
163196,283009,0.5477,412
121436,257550,0.2709,391
18025,31982,0.275,26
283145,84914,3.6672,174
16759,84914,0.5663,174
110512,348093,1.2562,442
89410,348093,0.5848,442
96533,50569,0.2754,99
96533,42430,0.2729,67
251867,202381,0.2671,327
283145,84153,1.7205,174
121436,285849,3.6589,412
251867,285849,0.5709,412
298512,316235,0.2782,431
283145,96986,0.2734,209
65335,166040,0.2775,289
281511,235383,0.6122,375
65335,348121,0.2586,442
298512,186848,0.2492,302
290765,283192,0.2639,412
29452,119580,0.2924,247
303394,16087,0.5829,7
18025,16087,0.5829,7
312147,215613,0.5835,351
22770,215613,1.2584,351
283145,239876,0.2732,382
170203,157774,0.9838,281
12103,157465,0.9856,281
217491,182269,2.6605,301
283145,78998,0.26,163
270029,255354,0.5835,389
309402,255354,0.5835,389
18025,174300,0.2595,299
100442,70986,0.2721,136
283145,29997,0.2782,26
68004,95857,7.3886,209
60175,227867,0.2645,374
217491,183563,2.6625,301
217491,182468,2.6473,301
312147,87181,0.2698,186
217491,182313,2.7246,301
60175,315104,0.5957,431
14862,48213,0.2625,92
77589,352893,0.2659,442
77589,289987,0.2622,421
77589,294218,0.2759,428
68460,218355,0.2738,352
81551,353415,0.8928,442
60175,313962,0.6016,431
81551,131755,0.2677,254
225391,107014,0.2584,228
225391,49250,0.2609,97
